ZONE CHART,,,,,,,,,
,,,,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,,,,
,,,,,,,,,
For shipments originating in ZIP Codes 135-01 to 135-99. To determine zone,,,,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,,,,
,,,,,,,,,
ZONES,,,,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air,,,
814,007,307,207,247,137,107,,,
815,007,307,207,247,137,107,,,
816,007,307,207,247,137,107,,,
820,007,307,207,247,137,107,,,
821,007,307,207,247,137,107,,,
822,007,307,207,247,137,107,,,
823,007,307,207,247,137,107,,,
824,007,307,207,247,137,107,,,
825,007,307,207,247,137,107,,,
826,007,307,207,247,137,107,,,
827,007,307,207,247,137,107,,,
828,007,307,207,247,137,107,,,
829,007,307,207,247,137,107,,,
830,007,307,207,247,137,107,,,
831,007,307,207,247,137,107,,,
832,008,308,208,248,138,108,,,
833,008,308,208,248,138,108,,,
834,008,308,208,248,138,108,,,
835,008,308,208,248,138,108,,,
836,008,308,208,248,138,108,,,
837,008,308,208,248,138,108,,,
838,008,308,208,248,138,108,,,
840,008,308,208,248,138,108,,,
841,008,308,208,248,138,108,,,
842,008,308,208,248,138,108,,,
843,008,308,208,248,138,108,,,
844,008,308,208,248,138,108,,,
845,008,308,208,248,138,108,,,
846,008,308,208,248,138,108,,,
847,008,308,208,248,138,108,,,
850,008,308,208,248,138,108,,,
851,008,308,208,248,138,108,,,
852,008,308,208,248,138,108,,,
853,008,308,208,248,138,108,,,
855,008,308,208,248,138,108,,,
856,008,308,208,248,138,108,,,
857,008,308,208,248,138,108,,,
859,008,308,208,248,138,108,,,
860,008,308,208,248,138,108,,,
863,008,308,208,248,138,108,,,
864,008,308,208,248,138,108,,,
865,008,308,208,248,138,108,,,
870,007,307,207,247,137,107,,,
871,007,307,207,247,137,107,,,
873,008,308,208,248,138,108,,,
874,007,307,207,247,137,107,,,
875,007,307,207,247,137,107,,,
877,007,307,207,247,137,107,,,
878,007,307,207,247,137,107,,,
879,008,308,208,248,138,108,,,
880,008,308,208,248,138,108,,,
881,007,307,207,247,137,107,,,
882,007,307,207,247,137,107,,,
883,007,307,207,247,137,107,,,
884,007,307,207,247,137,107,,,
885,008,308,208,248,138,108,,,
889,008,308,208,248,138,108,,,
890,008,308,208,248,138,108,,,
891,008,308,208,248,138,108,,,
893,008,308,208,248,138,108,,,
894,008,308,208,248,138,108,,,
895,008,308,208,248,138,108,,,
897,008,308,208,248,138,108,,,
898,008,308,208,248,138,108,,,
900,008,308,208,248,138,108,,,
901,008,308,208,248,138,108,,,
902,008,308,208,248,138,108,,,
903,008,308,208,248,138,108,,,
904,008,308,208,248,138,108,,,
905,008,308,208,248,138,108,,,
906,008,308,208,248,138,108,,,
907,008,308,208,248,138,108,,,
908,008,308,208,248,138,108,,,
910,008,308,208,248,138,108,,,
911,008,308,208,248,138,108,,,
912,008,308,208,248,138,108,,,
913,008,308,208,248,138,108,,,
914,008,308,208,248,138,108,,,
915,008,308,208,248,138,108,,,
916,008,308,208,248,138,108,,,
917,008,308,208,248,138,108,,,
918,008,308,208,248,138,108,,,
919,008,308,208,248,138,108,,,
920,008,308,208,248,138,108,,,
921,008,308,208,248,138,108,,,
922,008,308,208,248,138,108,,,
923,008,308,208,248,138,108,,,
924,008,308,208,248,138,108,,,
925,008,308,208,248,138,108,,,
926,008,308,208,248,138,108,,,
927,008,308,208,248,138,108,,,
928,008,308,208,248,138,108,,,
930,008,308,208,248,138,108,,,
931,008,308,208,248,138,108,,,
932,008,308,208,248,138,108,,,
933,008,308,208,248,138,108,,,
934,008,308,208,248,138,108,,,
935,008,308,208,248,138,108,,,
936,008,308,208,248,138,108,,,
937,008,308,208,248,138,108,,,
938,008,308,208,248,138,108,,,
939,008,308,208,248,138,108,,,
940,008,308,208,248,138,108,,,
941,008,308,208,248,138,108,,,
942,008,308,208,248,138,108,,,
943,008,308,208,248,138,108,,,
944,008,308,208,248,138,108,,,
945,008,308,208,248,138,108,,,
946,008,308,208,248,138,108,,,
947,008,308,208,248,138,108,,,
948,008,308,208,248,138,108,,,
949,008,308,208,248,138,108,,,
950,008,308,208,248,138,108,,,
951,008,308,208,248,138,108,,,
952,008,308,208,248,138,108,,,
953,008,308,208,248,138,108,,,
954,008,308,208,248,138,108,,,
955,008,308,208,248,138,108,,,
956,008,308,208,248,138,108,,,
957,008,308,208,248,138,108,,,
958,008,308,208,248,138,108,,,
959,008,308,208,248,138,108,,,
960,008,308,208,248,138,108,,,
961,008,308,208,248,138,108,,,
970,008,308,208,248,138,108,,,
971,008,308,208,248,138,108,,,
972,008,308,208,248,138,108,,,
973,008,308,208,248,138,108,,,
974,008,308,208,248,138,108,,,
975,008,308,208,248,138,108,,,
976,008,308,208,248,138,108,,,
977,008,308,208,248,138,108,,,
978,008,308,208,248,138,108,,,
979,008,308,208,248,138,108,,,
980,008,308,208,248,138,108,,,
981,008,308,208,248,138,108,,,
982,008,308,208,248,138,108,,,
983,008,308,208,248,138,108,,,
984,008,308,208,248,138,108,,,
985,008,308,208,248,138,108,,,
986,008,308,208,248,138,108,,,
988,008,308,208,248,138,108,,,
989,008,308,208,248,138,108,,,
990,008,308,208,248,138,108,,,
991,008,308,208,248,138,108,,,
992,008,308,208,248,138,108,,,
993,008,308,208,248,138,108,,,
994,008,308,208,248,138,108,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"[1] For Virgin Islands, Guam, Marshall Islands, etc., please refer to the Worldwide Rate and Zone information.",,,,,,,,,
,,,,,,,,,
"[2] For Hawaii, the following Postal Codes are Zone 44 for Ground, Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,,
96701,96706,96707,96709,96712,96717,96730,96731,96734,
96744,96759,96762,96782,96786,96789,96791,96792,96795,
96797,96801,96802,96803,96804,96805,96806,96807,96808,
96809,96810,96811,96812,96813,96814,96815,96816,96817,
96818,96819,96820,96821,96822,96823,96824,96825,96826,
96827,96828,96830,96835,96836,96837,96838,96839,96840,
96841,96842,96843,96844,96845,96846,96847,96848,96849,
96850,96853,96854,96857,96858,96859,96860,96861,96862,
96863,96898,,,,,,,,
"For Hawaii, the following Postal Codes are Zone 46 for Ground, Zone 126 for Next Day Air and Zone 226 for 2nd Day Air:",,,,,,,,,
96703,96704,96705,96708,96710,96713,96714,96715,96716,
96718,96719,96720,96721,96722,96725,96726,96727,96728,
96729,96732,96733,96737,96738,96739,96740,96741,96742,
96743,96745,96746,96747,96748,96749,96750,96751,96752,
96753,96754,96755,96756,96757,96760,96761,96763,96764,
96765,96766,96767,96768,96769,96770,96771,96772,96773,
96774,96775,96776,96777,96778,96779,96780,96781,96783,
96784,96785,96788,96790,96793,96796,,,,
,,,,,,,,,
"[3] For Alaska, the following Postal Codes are Zone 44 for Ground, Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,,
99501,99502,99503,99504,99505,99506,99507,99508,99509,
99510,99511,99512,99513,99514,99515,99516,99517,99518,
99519,99520,99521,99522,99523,99524,99540,99556,99567,
99568,99572,99577,99587,99603,99605,99610,99611,99631,
99635,99639,99645,99654,99664,99669,99672,99687,99701,
99702,99703,99705,99706,99707,99708,99709,99710,99711,
99712,99775,,,,,,,,
"For Alaska, the following Postal Codes are Zone 46 for Ground, Zone 126 for Next Day Air and Zone 226 for 2nd Day Air.",,,,,,,,,
99529,99530,99545,99546,99547,99548,99549,99550,99551,
99552,99553,99554,99555,99557,99558,99559,99561,99563,
99564,99565,99566,99569,99571,99573,99574,99575,99576,
99578,99579,99580,99581,99583,99584,99585,99586,99588,
99589,99590,99591,99599,99602,99604,99606,99607,99608,
99609,99612,99613,99614,99615,99619,99620,99621,99622,
99623,99624,99625,99626,99627,99628,99629,99630,99632,
99633,99634,99636,99637,99638,99640,99641,99643,99644,
99647,99648,99649,99650,99651,99652,99653,99655,99656,
99657,99658,99659,99660,99661,99662,99663,99665,99666,
99667,99668,99670,99671,99674,99675,99676,99677,99678,
99679,99680,99681,99682,99683,99684,99685,99686,99688,
99689,99690,99691,99692,99693,99694,99695,99697,99704,
99714,99716,99720,99721,99722,99723,99724,99725,99726,
99727,99729,99730,99731,99732,99733,99734,99736,99737,
99738,99739,99740,99741,99742,99743,99744,99745,99746,
99747,99748,99749,99750,99751,99752,99753,99754,99755,
99756,99757,99758,99759,99760,99761,99762,99763,99764,
99765,99766,99767,99768,99769,99770,99771,99772,99773,
99774,99776,99777,99778,99779,99780,99781,99782,99783,
99784,99785,99786,99788,99789,99790,99791,99801,99802,
99803,99811,99812,99820,99821,99824,99825,99826,99827,
99829,99830,99832,99833,99835,99836,99840,99841,99850,
99901,99903,99918,99919,99921,99922,99923,99925,99926,
99927,99928,99929,99950,,,,,,
